sample	segments	clonality	ploidy	homozygousLoss	segvariance	grid_ploidy	grid_purity	use
JBLAB-4109	178	0.0984962737253239	3.769	0.00648645086651829	0.67540223046787	3.8	0.66	FALSE
JBLAB-4110	138	0.211507925021733	1.687	3.41381971096581	0.144391205363823	1.7	0.72	FALSE
JBLAB-4111	92	0.0265963773076323	3.895	0	0.269562055196833	3.9	0.87	FALSE
JBLAB-4111	92	0.0267404194652627	2.895	0.00324756080178675	0.274007753549433	2.9	0.6	FALSE
JBLAB-4111	92	0.0438070052208366	1.895	12.9719838101608	0.242393125357688	1.9	0.49	FALSE
JBLAB-4111	92	0.0533256163321331	5.893	0	0.626264605793683	5.9	0.8	FALSE
JBLAB-4111	92	0.0535603289928544	4.893	0	0.627982516400379	4.9	0.57	FALSE
JBLAB-4111	92	0.0664778564866233	7.791	0	1.01631079242745	7.8	0.85	FALSE
JBLAB-4112	124	0.0494454367563091	1.791	0	0.177063835080513	1.8	0.78	TRUE
JBLAB-4113	389	0.0893094133303421	2.09	0.0206041410975235	0.194872923370879	2.1	0.58	TRUE
JBLAB-4114	33	0.0132001343846555	1.991	0.00539603575007885	0.0707094287220913	2	1	FALSE
JBLAB-4114	33	0.0197820414313621	2.986	0.00539603575007885	0.159096214624705	3	1	FALSE
JBLAB-4114	33	0.0263428065780581	3.982	0.00539603575007885	0.282837714888365	4	1	FALSE
JBLAB-4115	262	0.124777367392687	3.176	0	0.34005474458394	3.2	0.69	TRUE
JBLAB-4116	344	0.15493828537326	3.172	0.0757796564177129	0.447107386454627	3.2	0.49	TRUE
JBLAB-4118	133	0.247042489966854	1.896	1.23688906925575	0.177559839536331	1.9	0.78	FALSE
JBLAB-4120	386	0.0607995464023095	1.992	0.117029770971935	0.0726313518370081	2	0.81	TRUE
JBLAB-4120	386	0.0779332125716076	3.885	0.117029770971935	0.274318030418047	3.9	0.69	FALSE
JBLAB-4120	386	0.112256878923375	6.877	0	0.636540409264178	6.9	0.83	FALSE
JBLAB-4120	386	0.112501526846827	5.877	0.117029770971935	0.633095221736816	5.9	0.59	FALSE
JBLAB-4121	78	0.0794644190947734	3.487	0.0151422302432487	0.368066921477718	3.5	0.67	FALSE
JBLAB-4121	78	0.116133027047628	1.793	0.0194685765908645	0.102263362724338	1.8	0.78	TRUE
JBLAB-4122	300	0.180281819761216	2.803	0.0769812950339122	0.255962561709078	2.8	0.5	FALSE
JBLAB-4122	300	0.191954566401906	3.904	0.0613619460343716	0.310869050920332	3.9	0.59	FALSE
JBLAB-4123	466	0.129307729310367	2.6	0.264965479400252	0.249670363534483	2.6	0.61	TRUE
JBLAB-4127	104	0.0431754488595215	1.99	0.0054132114136421	0.105305397274687	2	0.61	TRUE
JBLAB-4127	104	0.0821422867842176	3.979	0	0.41969126669736	4	0.44	FALSE
JBLAB-4128	239	0.160974271056815	3.587	0	0.269075641057296	3.6	0.82	FALSE
JBLAB-4128	239	0.163182985865684	1.892	0	0.0858131550059567	1.9	0.84	TRUE
JBLAB-4129	242	0.16412535968645	3.058	0.306468459404919	0.380931529485758	3.1	0.51	FALSE
JBLAB-4136	224	0.152438452752514	2.673	0.00540940492969772	0.288661262222098	2.7	1	TRUE
JBLAB-4136	224	0.1891197083197	4.251	0.00540940492969772	0.9909924992927	4.3	0.74	FALSE
JBLAB-4139	149	0.139626969183295	2.878	0.0152373238245813	0.244335372430712	2.9	0.64	TRUE
JBLAB-4141	529	0.0663198923199236	2.08	0.0413280556054181	0.121214612124796	2.1	0.72	TRUE
JBLAB-4141	529	0.119735369818528	4.161	0.0326274256763527	0.477008208633817	4.2	0.57	FALSE
JBLAB-4141	529	0.126354743229704	5.259	0	0.527392726312088	5.3	0.74	FALSE
JBLAB-4142	185	0.0711354596073394	1.981	0.18611266845957	0.247651538781547	2	0.53	FALSE
JBLAB-4143	525	0.138993769759061	2.696	0.13254091084553	0.0764463656042995	2.7	0.91	TRUE
JBLAB-4144	116	0.0398788566098862	1.895	0.00987759100982295	0.100656256807339	1.9	0.79	TRUE
JBLAB-4144	116	0.0510879150272601	3.689	0.00987759100982295	0.396309847753933	3.7	0.64	FALSE
JBLAB-4147	228	0.0926740081542333	1.883	0.761676110611305	0.147211083008038	1.9	0.58	TRUE
JBLAB-4147	228	0.156235750614998	3.768	0.0475371783901716	0.528717297079627	3.8	0.44	FALSE
JBLAB-4148	317	0.180067198432489	3.265	0.0943599891222403	0.346830203722544	3.3	0.65	TRUE
JBLAB-4149	462	0.190450127285412	2.98	0.0270600165613949	0.317543629536846	3	0.73	TRUE
JBLAB-4150	490	0.161067877748142	3.078	0.0324797329129249	0.309207751834788	3.1	0.7	TRUE
JBLAB-4151	66	0.0585193811855086	2.793	0	0.172917265778706	2.8	0.66	TRUE
JBLAB-4152	128	0.0518598556755794	3.51	0.00544872379053392	0.252368678506202	3.5	0.66	TRUE
JBLAB-4153	91	0.169966389574348	1.699	2.22918154703592	0.129320060051712	1.7	0.59	FALSE
JBLAB-4154	107	0.183627897756371	1.693	2.15059653379022	0.134629351810753	1.7	0.56	FALSE
JBLAB-4155	193	0.180279528915246	2.291	0.0152904117340358	0.208222216565346	2.3	0.66	FALSE
JBLAB-4157	212	0.051502152584323	1.688	0.0238174441819579	0.166000417565083	1.7	0.61	TRUE
JBLAB-4159	203	0.164994762932562	2.994	0	0.261278556095517	3	0.86	FALSE
JBLAB-4159	203	0.210572150260117	1.895	7.59886034953403	0.164621408297371	1.9	0.73	TRUE
JBLAB-4160	192	0.162065695989741	2.565	0.476401647003943	0.222493593522737	2.6	0.76	FALSE
JBLAB-4161	155	0.213555209222705	3.193	0	0.264328938854293	3.2	0.64	FALSE
JBLAB-4163	158	0.0539074202195095	1.88	0.0108510575236436	0.123936911852174	1.9	0.8	TRUE
JBLAB-4163	158	0.11492251953533	3.762	0.00759574388360589	0.458647877658264	3.8	0.71	FALSE
JBLAB-4165	158	0.0413884661671933	1.894	0	0.0792388735247199	1.9	0.94	TRUE
JBLAB-4165	158	0.0682817250429891	3.789	0	0.315686209985864	3.8	0.89	FALSE
JBLAB-4165	158	0.0978813312199266	5.683	0	0.706124230153515	5.7	0.85	FALSE
JBLAB-4165	158	0.117985182047336	7.578	0	1.22760216762398	7.6	0.84	FALSE
JBLAB-4166	129	0.0271130985391615	1.894	0	0.0815769888992335	1.9	0.96	TRUE
JBLAB-4166	129	0.0500309053159883	3.789	0	0.327501254859516	3.8	0.92	FALSE
JBLAB-4166	129	0.0726649535661222	5.684	0	0.715535647610048	5.7	0.92	FALSE
JBLAB-4171	253	0.206120627564763	4.941	0	0.826333623788785	4.9	0.86	FALSE
JBLAB-4171	253	0.206141138728025	3.941	0.620107852853468	0.828741003791941	3.9	0.6	FALSE
JBLAB-4171	253	0.217789520592633	7.891	0	2.82458472298318	7.9	0.52	FALSE
JBLAB-4173	208	0.0477946451762501	1.792	0.182010912677324	0.0703859976181683	1.8	0.92	TRUE
JBLAB-4173	208	0.0866905894193944	3.584	0.156009343405323	0.286288697186772	3.6	0.84	FALSE
JBLAB-4173	208	0.11031719882134	5.475	0.156009343405323	0.67916435676193	5.5	0.76	FALSE
JBLAB-4174	351	0.156290921301788	2.795	0.0054986993401677	0.127706837360367	2.8	0.89	TRUE
JBLAB-4174	351	0.188248906113682	5.49	0.0054986993401677	0.466759689151736	5.5	0.86	FALSE
JBLAB-4175	228	0.125191422741107	2.775	0.00542431092237141	0.160345656745959	2.8	0.9	TRUE
JBLAB-4175	228	0.164698663370336	5.552	0.00542431092237141	0.616405276601893	5.6	0.86	FALSE
JBLAB-4175	228	0.178467656209851	6.645	0	0.788050442038027	6.6	1	FALSE
JBLAB-4177	305	0.0863901447193404	2.968	0.00547725524562468	0.368810625359882	3	0.4	TRUE
JBLAB-4178	254	0.0966635681934714	2.575	0.246942714533546	0.229333280278926	2.6	0.69	TRUE
JBLAB-4179	229	0.099751102645833	1.89	0.0334595831803346	0.0676353547195113	1.9	0.88	TRUE
JBLAB-4179	229	0.140415609215389	3.879	0	0.281380099862339	3.9	0.79	FALSE
JBLAB-4179	229	0.154926377856605	5.769	0	0.651080566953813	5.8	0.68	FALSE
JBLAB-4183	389	0.181328082388018	3.37	0.0283656669700504	0.351944017365772	3.4	0.68	FALSE
JBLAB-4183	389	0.18310960467679	2.371	1.30918565323777	0.33670545854071	2.4	0.52	TRUE
JBLAB-4186	236	0.15867829679909	3.179	0.0130792326396575	0.289724680835961	3.2	0.57	TRUE
JBLAB-4187	233	0.177736475226059	3.184	0.0108905645478939	0.262506273581618	3.2	0.64	TRUE
JBLAB-4188	175	0.166646665909627	3.066	0.00971348662761822	0.481000306258173	3.1	0.75	FALSE
JBLAB-4188	175	0.210864127364509	1.581	1.08468045625628	0.154049739094409	1.6	0.79	TRUE
JBLAB-4189	209	0.142263079925891	3.081	0.00976449388477061	0.376887390791887	3.1	0.64	TRUE
JBLAB-4191	219	0.101506069912557	1.974	1.13592174835761	0.298171940078994	2	0.45	TRUE
JBLAB-4193	178	0.0702886159665482	2.991	0.021623618820211	0.182479526824996	3	0.65	TRUE
JBLAB-4193	178	0.126106014818515	6.983	0.00540589569516653	0.74285847896123	7	0.62	FALSE
JBLAB-4195	338	0.0867923406047676	1.785	0	0.0765872077801524	1.8	0.94	TRUE
JBLAB-4195	338	0.134432729773959	3.669	0	0.343256374546749	3.7	0.84	FALSE
JBLAB-4196	356	0.125660836977918	1.797	0.0362190903847266	0.0910657111685691	1.8	0.89	TRUE
JBLAB-4196	356	0.155689090359912	3.693	0.00329261464723667	0.40128251388136	3.7	0.77	FALSE
JBLAB-4196	356	0.165223489130798	5.59	0.00329261464723667	0.942235697058025	5.6	0.67	FALSE
JBLAB-4197	264	0.14921383774439	1.767	0.288209171636468	0.390647541155112	1.8	0.68	FALSE
JBLAB-4199	461	0.152317711867445	2.999	0.0313323517453269	0.228263944662956	3	0.87	TRUE
JBLAB-4199	461	0.200689943088337	5.898	0.0313323517453269	0.812965023321804	5.9	0.86	FALSE
JBLAB-4200	171	0.102524185696424	3.403	0	0.321883687736625	3.4	0.82	TRUE
JBLAB-4200	171	0.167457013164577	6.706	0	1.1968448132815	6.7	0.74	FALSE
JBLAB-4208	90	0.0620724377052091	2.863	0	0.722707989158406	2.9	0.66	TRUE
JBLAB-4210	45	0.0605775182347301	1.987	0	0.085612009412372	2	1	FALSE
JBLAB-4210	45	0.0903582925880129	2.981	0	0.192627021177837	3	1	FALSE
JBLAB-4210	45	0.119471238948443	3.975	0	0.342448037649488	4	1	FALSE
JBLAB-4210	45	0.148484259475124	4.968	0	0.535075058827325	5	1	FALSE
JBLAB-4211	132	0.17869336710436	1.69	0.0939573455738681	0.144285391852936	1.7	0.7	FALSE
JBLAB-4212	269	0.127329727810331	2.275	2.65454010571485	0.326853944128518	2.3	0.44	TRUE
JBLAB-4212	269	0.127452315149501	3.275	0	0.330367532906811	3.3	0.56	FALSE
JBLAB-4213	400	0.0903113724213873	2.686	0.0142751328545844	0.140231864291701	2.7	0.83	TRUE
JBLAB-4213	400	0.144885162479479	5.371	0.0142751328545844	0.575318243571996	5.4	0.69	FALSE
JBLAB-4216	171	0.147631524470868	2.96	0.00540887816418512	0.293810129760455	3	0.93	FALSE
JBLAB-4216	171	0.173222264569338	1.967	0.0118995391730929	0.194611368826135	2	0.78	FALSE
JBLAB-4217	137	0.0560541323442179	1.881	0.00431705451817188	0.188218527720477	1.9	0.76	TRUE
JBLAB-4218	333	0.0745874292285748	2.792	0.162294990285608	0.150691938961003	2.8	0.67	TRUE
JBLAB-4218	333	0.1159582214974	5.584	0.153581187965659	0.595056183888143	5.6	0.51	FALSE
JBLAB-4218	333	0.11603348727545	6.584	0.00544611283459523	0.598162710502146	6.6	0.68	FALSE
JBLAB-4219	191	0.227696600820965	1.584	2.10284183109461	0.165114422500744	1.6	0.68	FALSE
JBLAB-4220	153	0.181777535824781	3.153	0.0129955208482926	0.569658628679762	3.2	0.51	FALSE
JBLAB-4222	179	0.214731602813504	1.796	2.83263191703226	0.157771965382417	1.8	0.69	FALSE
JBLAB-4223	308	0.0930855827400791	3.481	0.00972454339328693	0.359561478118325	3.5	0.85	TRUE
JBLAB-4224	193	0.217474481592846	1.585	4.0735972216048	0.145651701011362	1.6	0.65	FALSE
JBLAB-4229	115	0.211571368658604	1.691	0.780422552491566	0.104588446319016	1.7	0.88	FALSE
JBLAB-4229	115	0.21836476898114	2.387	0.642893558303502	0.212153656628553	2.4	0.83	FALSE
JBLAB-4236	205	0.0938153743428968	2.88	0.00977807305523746	0.223541030913977	2.9	0.78	TRUE
JBLAB-4238	296	0.12966944508593	2.883	0.0325707092985803	0.18645634172022	2.9	0.72	TRUE
JBLAB-4240	111	0.212777326347779	2.674	0.00866806836351132	0.283661686297863	2.7	0.99	FALSE
JBLAB-4240	111	0.242592793031228	1.981	0.00866806836351132	0.153341022207338	2	1	FALSE
JBLAB-4241	120	0.218176882856899	1.776	2.8873352649001	0.206100639728161	1.8	0.74	FALSE
JBLAB-4244	26	0.218582292834441	1.977	0.00540186550722	0.178278050753817	2	0.96	FALSE
JBLAB-4245	296	0.0761733090397752	1.891	0.0648688632780445	0.136052888308557	1.9	0.87	TRUE
JBLAB-4245	296	0.14366095286603	3.881	0.0648688632780445	0.586833578385282	3.9	0.75	FALSE
JBLAB-4246	349	0.247038665774909	1.584	10.1387321221891	0.137813510676262	1.6	0.8	FALSE
JBLAB-4249	143	0.0891600130071142	2.893	0.018592407232356	0.210694666582245	2.9	0.67	FALSE
JBLAB-4251	196	0.0756307298969462	3.197	0	0.280594510989384	3.2	0.77	TRUE
JBLAB-4253	310	0.135376902991676	3.985	0	0.360322973850551	4	0.61	TRUE
JBLAB-4254	218	0.128692772939118	2.781	0.280635048869523	0.444673060724248	2.8	0.73	TRUE
JBLAB-4258	194	0.195846732008973	2.567	0	0.346490543179145	2.6	0.59	FALSE
JBLAB-4258	194	0.20893713159918	1.572	2.00975190721163	0.237566211804827	1.6	0.54	FALSE
JBLAB-4260	233	0.185187496605206	6.265	0.00655805790360604	0.93356320004579	6.3	0.62	FALSE
JBLAB-4260	233	0.198534056002558	4.476	0.00655805790360604	0.452537728736363	4.5	0.73	FALSE
JBLAB-4260	233	0.198713539880755	3.476	0.259044617028235	0.446336860436884	3.5	0.54	FALSE
JBLAB-4263	309	0.168915242518513	3.284	0.0561632905103513	0.392251559855754	3.3	0.57	TRUE
JBLAB-4264	283	0.154771953632313	3.285	0.0551905215041132	0.342795609591364	3.3	0.72	FALSE
JBLAB-4264	283	0.189974698283784	1.592	0.775914746568216	0.0882604489453034	1.6	0.81	TRUE
JBLAB-4264	283	0.192081092615903	4.482	0.048697542315122	0.491130926702094	4.5	0.84	FALSE
JBLAB-4265	293	0.186322886201313	3.381	0.0561869575653638	0.37698018469026	3.4	0.75	FALSE
JBLAB-4265	293	0.195661577753439	1.689	0.260405042536009	0.131595623093796	1.7	0.74	FALSE
JBLAB-4267	188	0.23483619847034	1.775	0.317543297468069	0.229142214639302	1.8	0.74	FALSE
JBLAB-4269	342	0.20185097787859	1.688	1.22365099934733	0.146779585150638	1.7	0.72	FALSE
JBLAB-4270	271	0.231440146266175	1.683	10.4953302902267	0.165869254046551	1.7	0.68	FALSE
JBLAB-4271	152	0.0370504857587314	1.993	0	0.0503780650399023	2	1	FALSE
JBLAB-4271	152	0.0540634309415572	2.989	0	0.11335064633978	3	1	FALSE
JBLAB-4271	152	0.0692304286069146	3.985	0	0.201512260159609	4	1	FALSE
JBLAB-4271	152	0.0822066375946257	4.981	0	0.314862906499389	5	1	FALSE
JBLAB-4271	152	0.0938841502773422	5.978	0	0.45340258535912	6	1	FALSE
JBLAB-4271	152	0.104903743002073	6.974	0	0.617131296738803	7	1	FALSE
JBLAB-4274	143	0.0402922979521073	2.665	0.0314651999130268	0.285851856870215	2.7	0.57	FALSE
JBLAB-4274	143	0.147587891206892	1.672	2.39570297567244	0.179629222988839	1.7	0.55	TRUE
JBLAB-4275	129	0.0587255016242551	2.772	0.00972387634537304	0.227443434431891	2.8	0.72	TRUE
JBLAB-4276	208	0.198228217616724	1.577	2.82934100686695	0.170118844292852	1.6	0.65	FALSE
JBLAB-4277	224	0.125764417774104	2.074	0	0.231910789383067	2.1	0.8	TRUE
JBLAB-4278	141	0.134084485082964	1.978	0	0.270211214409346	2	0.82	TRUE
JBLAB-4279	142	0.222446186287195	1.59	2.80946856521887	0.145954333578156	1.6	0.76	FALSE
JBLAB-4280	210	0.182212162202165	1.981	0.377024376971681	0.230110632488602	2	0.72	FALSE
JBLAB-4282	159	0.0407644563570278	2.077	0.13384421583508	0.101907465209646	2.1	0.9	TRUE
JBLAB-4282	159	0.0776695643514289	4.155	0.13384421583508	0.411975564256499	4.2	0.81	FALSE
JBLAB-4282	159	0.132792824028461	6.138	0.13384421583508	0.756631919253676	6.1	0.94	FALSE
JBLAB-4284	221	0.154251448245028	2.384	0.0866737519519318	0.428606736912939	2.4	0.51	FALSE
JBLAB-4285	184	0.163466912695718	2.863	0.00540209926746556	0.254124014444463	2.9	0.9	FALSE
JBLAB-4285	184	0.208710428461235	1.87	3.31907141287766	0.167070986605321	1.9	0.76	TRUE
JBLAB-4287	481	0.152334157400149	3.392	0.0306981744566831	0.19616040925451	3.4	0.65	TRUE
JBLAB-4289	230	0.118026872931638	3.199	0.0327067461524253	0.19796472168055	3.2	0.64	FALSE
JBLAB-4289	230	0.125823152315495	6.398	0.0327067461524253	0.776674984264459	6.4	0.48	TRUE
JBLAB-4290	188	0.0577513149144536	1.904	0.00870346857717727	0.101654698448826	1.9	0.89	TRUE
JBLAB-4290	188	0.0892011711621294	3.708	0.00870346857717727	0.388941850700712	3.7	0.8	FALSE
JBLAB-4290	188	0.117555915989965	5.611	0.00870346857717727	0.875870178128361	5.6	0.74	FALSE
JBLAB-4291	444	0.201202030339911	1.887	5.03509361496356	0.24309170484301	1.9	0.47	FALSE
JBLAB-4291	444	0.201213005671081	2.887	0.0221760748393809	0.239650903142385	2.9	0.62	FALSE
JBLAB-4292	324	0.196039425977257	3.876	0	0.38445619188045	3.9	0.91	FALSE
JBLAB-4292	324	0.196178938636333	2.876	0.0221512667526915	0.380115444842291	2.9	0.63	FALSE
JBLAB-4292	324	0.201685811946309	4.971	0	0.572380574798384	5	1	FALSE
JBLAB-4295	119	0.0591671101486649	2.881	0	0.315529389388889	2.9	0.6	TRUE
JBLAB-4296	66	0.191492267208084	1.98	0	0.163672048043967	2	1	FALSE
JBLAB-4297	277	0.233681373924478	1.973	0	0.182444588560641	2	1	FALSE
JBLAB-4299	379	0.0938026010805804	2.379	0.164782386271962	0.24157695545552	2.4	0.56	TRUE
JBLAB-4900	344	0.140672530972477	2.276	0.165604385962815	0.233151641971488	2.3	0.6	TRUE
JBLAB-4903	133	0.0454884673394584	1.797	0.108527500770713	0.0947393326410531	1.8	0.58	TRUE
JBLAB-4903	133	0.0788113700055377	4.593	0.00328868003251972	0.381881525655136	4.6	0.51	FALSE
JBLAB-4903	133	0.0790555424884168	3.594	0.00328868003251972	0.376801774454555	3.6	0.41	FALSE
JBLAB-4904	245	0.177756391391453	4.868	0	0.635933415005147	4.9	0.84	FALSE
JBLAB-4904	245	0.189335420486833	2.982	0	0.205224710696029	3	1	FALSE
JBLAB-4904	245	0.18977809131864	1.982	0.349707624602797	0.209391603607825	2	0.66	FALSE
JBLAB-4904	245	0.200094334818042	3.772	0	0.494568284669641	3.8	0.7	FALSE
JBLAB-4908	363	0.131555449811284	2.904	0.0120883717921956	0.19799100945004	2.9	0.71	TRUE
JBLAB-4909	228	0.217418058260105	4.365	0	1.09812140569064	4.4	0.45	FALSE
JBLAB-4912	120	0.179745295025905	2.879	0.0205972871055972	0.303668506469329	2.9	0.53	FALSE
JBLAB-4913	239	0.16617531208701	2.876	0.00885271618909527	0.223445363695713	2.9	0.61	TRUE
JBLAB-4914	299	0.159036652705898	2.776	0.00553871835287657	0.149730423157155	2.8	0.68	TRUE
JBLAB-4915	88	0.103089658207588	3.174	0.0152959605165851	0.196396660312069	3.2	0.6	TRUE
JBLAB-4916	66	0.0673008516447249	1.994	0	0.0446178205100087	2	1	FALSE
JBLAB-4916	66	0.0997549119198115	2.991	0	0.10039009614752	3	1	FALSE
JBLAB-4916	66	0.131857246652443	3.989	0	0.178471282040035	4	1	FALSE
JBLAB-4916	66	0.161004484520685	4.986	0	0.278861378187554	5	1	FALSE
JBLAB-4918	177	0.167401779155374	3.371	0.00655003935844085	0.450934402545304	3.4	0.74	FALSE
JBLAB-4918	177	0.215903758488916	2.276	1.97266422463904	0.305503092291267	2.3	0.65	TRUE
JBLAB-4919	300	0.174340049599895	3.251	0.113553856715065	0.5290941408243	3.3	0.88	FALSE
JBLAB-4919	300	0.187777201577623	6.598	0.113553856715065	2.29428363378549	6.6	0.73	FALSE
JBLAB-4920	413	0.120061931173354	3.092	0.0488220987478323	0.166801151670014	3.1	0.71	TRUE
JBLAB-4920	413	0.160136113259187	6.184	0.00554793718632612	0.646076818133313	6.2	0.57	FALSE
JBLAB-4920	413	0.160139580487231	7.184	0.00554793718632612	0.649916613511612	7.2	0.79	FALSE
JBLAB-4921	145	0.094858703191385	3.682	0.00546390729956127	0.402173254635893	3.7	0.64	FALSE
JBLAB-4921	145	0.124166486156836	1.791	0.0273195729240978	0.0992888529347884	1.8	0.77	TRUE
JBLAB-4921	145	0.130501950289804	4.78	0.00546390729956127	0.474153969791778	4.8	0.82	FALSE
JBLAB-4922	44	0.0182170694194591	1.994	0	0.0502883295131896	2	1	FALSE
JBLAB-4922	44	0.0273424519343504	2.99	0	0.113148741404677	3	1	FALSE
JBLAB-4922	44	0.0363413810611432	3.987	0	0.201153318052758	4	1	FALSE
JBLAB-4922	44	0.0445578423751427	4.984	0	0.314302059457435	5	1	FALSE
JBLAB-4922	44	0.0524189849679985	5.981	0	0.452594965618706	6	1	FALSE
JBLAB-4922	44	0.0601150676821293	6.978	0	0.616032036536572	7	1	FALSE
JBLAB-4922	44	0.0678412117439702	7.974	0	0.804613272211033	8	1	FALSE
JBLAB-4923	113	0.0426008171176811	1.886	0.270361107992778	0.248842282654026	1.9	0.56	FALSE
JBLAB-4923	113	0.0426088693158602	2.886	0	0.247793091105218	2.9	0.78	FALSE
JBLAB-4923	113	0.0599232154502225	3.884	0	0.314077570897423	3.9	1	FALSE
JBLAB-4923	113	0.0719151681270904	6.773	0	0.972278914341281	6.8	0.97	FALSE
JBLAB-4923	113	0.0838033152978195	5.775	0	0.836338423094039	5.8	0.78	FALSE
JBLAB-4923	113	0.106062147009759	4.777	0	0.691075729240201	4.8	0.67	FALSE
JBLAB-4927	140	0.0407439461493088	1.796	0.142323026641325	0.11261142373876	1.8	0.69	TRUE
JBLAB-4928	115	0.126379825220962	4.974	0.00545306177891036	0.533975556525785	5	1	FALSE
JBLAB-4929	148	0.129839846629403	5.991	0.00540665556499384	0.994393310877902	6	0.83	FALSE
JBLAB-4929	148	0.143761201336413	4.993	0.00540665556499384	0.605105531566039	5	1	FALSE
JBLAB-4932	260	0.106547625034503	3.095	0.00555774215056873	0.361407147423399	3.1	0.54	TRUE
JBLAB-4933	132	0.0784978651326465	2.082	0.0162148818072738	0.17208745089503	2.1	0.57	TRUE
JBLAB-4936	93	0.0961221073093146	1.779	0.0141118027060054	0.15778083640234	1.8	0.65	TRUE
JBLAB-4938	319	0.15345686308305	5.183	0	0.492533493392726	5.2	0.82	FALSE
JBLAB-4938	319	0.153514181450111	4.183	0	0.494150935448347	4.2	0.58	TRUE
JBLAB-4938	319	0.188799302727829	6.181	0	0.59540325120317	6.2	1	FALSE
JBLAB-4939	324	0.102268928118694	1.993	0.0515214259014229	0.0870061937819732	2	0.83	TRUE
JBLAB-4939	324	0.133687418134908	3.987	0.0515214259014229	0.353515221082857	4	0.7	FALSE
JBLAB-4940	221	0.0982243884295108	4.156	0	0.59669883994447	4.2	0.97	FALSE
JBLAB-4940	221	0.113017536352954	3.159	0.0432866952959407	0.519802964351193	3.2	0.72	TRUE
JBLAB-4940	221	0.203277114676369	2.166	4.44555061934943	0.352768835170616	2.2	0.65	FALSE
JBLAB-4941	225	0.100736330180745	3.153	0.0458614727811135	0.496975269748691	3.2	0.68	FALSE
JBLAB-4941	225	0.166334530595873	2.161	4.52718931302963	0.340104946524622	2.2	0.62	TRUE
JBLAB-4944	401	0.151697148451411	1.675	1.23391183160341	0.164579680785361	1.7	0.76	FALSE
JBLAB-4944	401	0.153883138740704	4.254	0	0.559774197818792	4.3	1	FALSE
JBLAB-4944	401	0.181619904042288	2.77	0.0997538464879383	0.2373515257382	2.8	1	FALSE
JBLAB-4944	401	0.185305062883952	3.259	0.109512306198993	0.437162759140257	3.3	0.8	FALSE
JBLAB-4945	134	0.0545961762124265	1.695	0.00883082616129296	0.0715360657483454	1.7	0.81	TRUE
JBLAB-4945	134	0.104511036891104	3.39	0.00883082616129296	0.280928421115276	3.4	0.69	FALSE
JBLAB-4945	134	0.129526220696957	5.085	0.00883082616129296	0.629250653170982	5.1	0.6	FALSE
JBLAB-4950	201	0.172114813383317	3.999	0.00551015201049895	0.383607560817016	4	0.56	FALSE
JBLAB-4951	126	0.067983301441236	2.792	0.0552839199451402	0.292221160163882	2.8	0.47	TRUE
JBLAB-4952	152	0.178106945660441	3.776	0	0.41235071263144	3.8	0.75	FALSE
JBLAB-4952	152	0.202366063980987	2.679	0.856065063183327	0.294832898356107	2.7	0.65	FALSE
JBLAB-4953	186	0.142280463374474	3.073	0.0120431081039721	0.27733659659254	3.1	0.55	TRUE
JBLAB-4953	186	0.165211140955064	4.17	0.0065689713743928	0.350555132180575	4.2	0.64	FALSE
JBLAB-4955	222	0.11907503135258	2.309	0.00550669296037572	0.144759896055623	2.3	0.61	TRUE
JBLAB-4956	155	0.0696712924208051	1.795	0.0183820470688456	0.113563170613889	1.8	0.77	TRUE
JBLAB-4956	155	0.11119830236493	3.689	0.0183820470688456	0.433699171209639	3.7	0.67	FALSE
JBLAB-4957	186	0.0451896593683424	2.699	0.0108242326544018	0.138017419735322	2.7	0.73	FALSE
JBLAB-4957	186	0.0451972006255268	1.7	0.353953190754377	0.135141798146595	1.7	0.54	TRUE
JBLAB-4957	186	0.0600202467652106	3.699	0	0.159694385239314	3.7	1	FALSE
JBLAB-4957	186	0.0854470354913821	6.399	0	0.550415180935542	6.4	0.81	FALSE
JBLAB-4957	186	0.0854678353436478	5.399	0.0108242326544018	0.547077295441496	5.4	0.58	FALSE
JBLAB-4958	95	0.199390235743686	3.188	0.0197439504337005	0.336349411446556	3.2	0.49	FALSE
JBLAB-4960	148	0.0559134743225404	2.697	0.0129565133534031	0.158418240983935	2.7	0.6	TRUE
JBLAB-4960	148	0.115499011163406	5.394	0.00539854123216548	0.545091885226254	5.4	0.49	FALSE
JBLAB-4962	261	0.0774980983281735	1.785	0.0895585857633577	0.126123623168913	1.8	0.71	TRUE
JBLAB-4962	261	0.110538340158042	3.47	0.00873736794832279	0.473677049060879	3.5	0.56	FALSE
JBLAB-4962	261	0.11059575792167	4.47	0	0.472309523107945	4.5	0.78	FALSE
JBLAB-4964	127	0.136903173580269	1.977	0.00654803769929819	0.241069124661315	2	0.5	FALSE
JBLAB-4965	333	0.134550536405892	3.487	0.0360698415515371	0.19196804352488	3.5	0.78	TRUE
JBLAB-4965	333	0.161642184666883	4.486	0.0360698415515371	0.235355660125076	4.5	1	FALSE
JBLAB-4966	210	0.124250979450399	2.057	0.0507448393638582	0.321365506791809	2.1	0.77	FALSE
JBLAB-4967	226	0.102612345148719	3.697	0	0.323132981737073	3.7	0.77	FALSE
JBLAB-4969	189	0.178673846030156	2.602	0.0108197101172238	0.267679129475619	2.6	0.39	TRUE
